iter	MultiClass
157	0.6996090295
158	0.6991049746
159	0.6986307189
160	0.6980820672
161	0.6975993478
162	0.6970751598
163	0.6965650285
164	0.6961334026
165	0.6956161499
166	0.6951776577
167	0.6947023137
168	0.6942456784
169	0.6935741286
170	0.6931417478
171	0.6925887748
172	0.6920748036
173	0.6917187701
174	0.6911365515
175	0.6907799696
176	0.6901563351
177	0.6897648834
178	0.6892494681
179	0.6888929074
180	0.688362082
181	0.6879531923
182	0.6874976247
183	0.6869938216
184	0.6866737513
185	0.6863538795
186	0.6858530437
187	0.6853131964
188	0.6847330468
189	0.6842927399
190	0.6838139849
191	0.6832609165
192	0.6828196052
193	0.682479309
194	0.6820476922
195	0.6816631028
196	0.6812539276
197	0.6809655637
198	0.6805135568
199	0.6802282896
200	0.6798737335
201	0.6795619643
202	0.6792084827
203	0.6788695741
204	0.678411115
205	0.6780998622
206	0.6778029629
207	0.6774430321
208	0.677169339
209	0.6769369534
210	0.6766474992
211	0.676325942
212	0.6759209929
213	0.6756344993
214	0.6752016104
215	0.6749412415
216	0.6746977444
217	0.6743697344
218	0.6741328694
219	0.6735959866
220	0.673282263
221	0.6730550186
222	0.6727753801
223	0.6725042466
224	0.6722384441
225	0.6718469213
226	0.6715201818
227	0.6712050884
228	0.6709338274
229	0.6704640807
230	0.6702186509
231	0.6698902774
232	0.6695238777
233	0.6692403747
234	0.6689587244
235	0.6687601587
236	0.6684531805
237	0.6681065872
238	0.6678829466
239	0.6675684114
240	0.6672103777
241	0.6669960396
242	0.6666142929
243	0.6663480053
244	0.6660966609
245	0.6657931955
246	0.6655124597
247	0.6651249761
248	0.6648391462
249	0.6646013176
250	0.6644002345
251	0.664067772
252	0.6638935124
253	0.6636635097
254	0.6634755753
255	0.6631787555
256	0.6629043027
257	0.6626346805
258	0.6623411845
259	0.6619666542
260	0.6616839435
261	0.6614489225
262	0.6611647356
263	0.6609513331
264	0.6607106951
265	0.6605314305
266	0.6602036674
267	0.6600062274
268	0.6597387583
269	0.6594986336
270	0.6591411188
271	0.658938723
272	0.6586169065
273	0.6584472602
274	0.6582323136
275	0.658079234
276	0.6578384528
277	0.6576270062
278	0.6574334352
279	0.6570967936
280	0.6568253626
281	0.6565117199
282	0.6563370937
283	0.6560618228
284	0.6558580396
285	0.6556145783
286	0.6553873999
287	0.6552069399
288	0.6550246705
289	0.6547478223
290	0.6545449917
291	0.654300797
292	0.6540887309
293	0.6539109094
294	0.6536666597
295	0.6534616038
296	0.653296394
297	0.6530807658
298	0.6529103545
299	0.6526706661
300	0.6524351979
301	0.6522303599
302	0.6520677102
303	0.6518159655
304	0.6516215708
305	0.6513921655
306	0.6512674489
307	0.6510578459
308	0.6509144783
309	0.6507121583
310	0.6505326855
311	0.6503798397
312	0.65022748
313	0.6500158949
314	0.6498849017
315	0.6496116792
316	0.6493053048
317	0.649089385
318	0.6488178589
319	0.6485686726
320	0.6484433279
321	0.6483086615
322	0.6481333982
323	0.6479006818
324	0.6477189835
325	0.6474937942
326	0.6472961479
327	0.6471597442
328	0.6469816356
329	0.6468646659
330	0.6467243093
331	0.6465441468
332	0.6462279033
333	0.6459891675
334	0.6457270387
335	0.6455551499
336	0.645308455
337	0.6451668277
338	0.6449739511
339	0.6447979413
340	0.6446242076
341	0.6443296634
342	0.6440305513
343	0.6439081962
344	0.6436499741
345	0.6435334618
346	0.6432320335
347	0.6430645202
348	0.6427625704
349	0.6425353585
350	0.6424050509
351	0.6421937851
352	0.6420209509
353	0.6418717738
354	0.641758881
355	0.6416104156
356	0.6414283635
357	0.6412516102
358	0.6410563628
359	0.6409503384
360	0.6408066426
361	0.6405658816
362	0.6404379431
363	0.6402637692
364	0.6401272444
365	0.6399693349
366	0.6398286187
367	0.6396107125
368	0.639470028
369	0.6392609649
370	0.6390000065
371	0.6388374805
372	0.6386983836
373	0.6385221104
374	0.6384049251
375	0.6382088948
376	0.6380490318
377	0.6378315631
378	0.6377233706
379	0.6376525569
380	0.6374121451
381	0.6372229139
382	0.6370854911
383	0.6369267687
384	0.6367207422
385	0.6366018321
386	0.6363472123
387	0.6361685047
388	0.636021735
389	0.6358545386
390	0.635728058
391	0.6356100439
392	0.6353320357
393	0.6351956537
394	0.6349687719
395	0.6348031469
396	0.6346375788
397	0.6344629113
398	0.6342881771
399	0.6341322251
400	0.633937562
401	0.6337995566
402	0.6336605896
403	0.6335241186
404	0.6333413311
405	0.6332082362
406	0.6330320079
407	0.6328732126
408	0.6327197085
409	0.6325692578
410	0.6324404124
411	0.6323020211
412	0.6321809043
413	0.6320431332
414	0.6318958793
415	0.6317867718
416	0.6316983425
417	0.631526312
418	0.6313890104
419	0.6312296304
420	0.6311229158
421	0.6309663457
422	0.6308709513
423	0.6307412461
424	0.6306232561
425	0.6304457895
426	0.6303652753
427	0.6302111943
428	0.6300370333
429	0.6299244238
430	0.6297284817
431	0.6295784298
432	0.629465628
433	0.6292514528
434	0.6290945201
435	0.6290161204
436	0.628912571
437	0.628761554
438	0.6284862401
439	0.6283716828
440	0.6282861049
441	0.6281787234
442	0.6280658964
443	0.6279600351
444	0.6278184529
445	0.6277196029
446	0.6275737537
447	0.6274679558
448	0.6273449494
449	0.6271530759
450	0.6270000808
451	0.6269136328
452	0.6267965832
453	0.6266729282
454	0.626605315
455	0.6263159709
456	0.6261890565
457	0.6259654244
458	0.6258353428
459	0.6256896914
460	0.6255271838
461	0.6253755661
462	0.6252391177
463	0.6251227792
464	0.6249816085
465	0.6249018094
466	0.6247527695
467	0.6246588325
468	0.6245702209
469	0.6244156759
470	0.6242986795
471	0.6241390379
472	0.6240335139
473	0.623952348
474	0.623809727
475	0.6236499885
476	0.6235208386
477	0.6233832053
478	0.6232683778
479	0.6231846767
480	0.6230412768
481	0.6229004012
482	0.6226541199
483	0.6225626509
484	0.6224410515
485	0.6223333263
486	0.6221658018
487	0.6220622122
488	0.6219769532
489	0.6218155798
490	0.6217100009
491	0.6216147258
492	0.6214690984
493	0.6213548718
494	0.6212197033
495	0.6211263084
496	0.6210240259
497	0.6209100427
498	0.6207959753
499	0.6207267524
500	0.6205677302
501	0.6204155738
502	0.6203295133
503	0.6202427854
504	0.6201347576
505	0.6200797139
506	0.6199809652
507	0.6198534303
508	0.619795969
509	0.6196674178
510	0.6195529506
511	0.6194447464
512	0.6193221979
513	0.6191815146
514	0.6191221157
515	0.6190811735
516	0.6189184077
517	0.6188150751
518	0.6187045003
519	0.6185980482
520	0.6185192368
521	0.6183456487
522	0.6182782702
523	0.6181109916
524	0.6180292298
525	0.6178937422
526	0.6177104168
527	0.6176365307
528	0.6175269448
529	0.6174364294
530	0.6173187488
531	0.6171926869
532	0.6170887859
533	0.6169504455
534	0.6168940958
535	0.616772738
536	0.6166293375
537	0.6164743033
538	0.61634495
539	0.6161667615
540	0.6160740929
541	0.6159883019
542	0.6158593919
543	0.615787682
544	0.6157051035
545	0.6156507511
546	0.6155428858
547	0.6153708721
548	0.6153027294
549	0.6152055269
550	0.6150957299
551	0.6149885485
552	0.614924308
553	0.6148555131
554	0.6146360421
555	0.6145406258
556	0.6144611703
557	0.614335954
558	0.6142683743
559	0.6141014173
560	0.6140098736
561	0.6137989516
562	0.6136850213
563	0.6135628129
564	0.613413201
565	0.6132809969
566	0.6132029855
567	0.6131411927
568	0.6130087663
569	0.6129123419
570	0.6128360242
571	0.6127586831
572	0.6126938624
573	0.612554744
574	0.6124918156
575	0.6123545868
576	0.6122641652
577	0.6121229495
578	0.6119988369
579	0.6118537201
580	0.6117557144
581	0.6115962137
582	0.6114827272
583	0.6114076762
584	0.6113427535
585	0.6112132795
586	0.6111325816
587	0.6110749495
588	0.6109276107
589	0.6108570857
590	0.6107864961
591	0.610639187
592	0.6105069718
593	0.6104338699
594	0.6103351408
595	0.6102248505
596	0.610117872
597	0.6100646642
598	0.6099672555
599	0.6098735836
600	0.6097923343
601	0.6097461293
602	0.6096649428
603	0.6095982082
604	0.6095382311
605	0.6094154166
606	0.6093129306
607	0.6091631059
608	0.609111956
609	0.6090202038
610	0.6089439425
611	0.6088647084
612	0.608793682
613	0.6087071004
614	0.6086549999
615	0.6085472092
616	0.6084345753
617	0.6083347212
618	0.6081950301
619	0.6080656213
620	0.6079607325
621	0.6077929948
622	0.6076854675
623	0.6076023223
624	0.607504115
625	0.6074182487
626	0.6073235656
627	0.6071956708
628	0.6071009034
629	0.6070018247
630	0.60689297
631	0.6067861616
632	0.6066715059
633	0.606604604
634	0.6065425352
635	0.6064693502
636	0.6063994249
637	0.6063103063
638	0.6061962832
639	0.606121369
640	0.6060338314
641	0.6059897568
642	0.6058436921
643	0.6057214924
644	0.6056437088
645	0.6055187723
646	0.6054451475
647	0.6053615006
648	0.6052540828
649	0.6050945074
650	0.6050465438
651	0.6049718723
652	0.6049036977
653	0.6047910206
654	0.6046674286
655	0.6045828291
656	0.6045099924
657	0.6044358223
658	0.604372026
659	0.6043227559
660	0.6042128664
661	0.604137663
662	0.6040414729
663	0.603971451
664	0.6038802339
665	0.6037877798
666	0.6037398322
667	0.6036639621
668	0.6035662889
669	0.6035068193
670	0.6034106225
671	0.6032960244
672	0.6032299609
673	0.6031477816
674	0.603054722
675	0.6030107495
676	0.6029325509
677	0.6027999343
678	0.6026989419
679	0.6026391217
680	0.6025427555
681	0.6024208935
682	0.6023605677
683	0.6022992188
684	0.6022044299
685	0.6021537229
686	0.60207679
687	0.6020296558
688	0.6019291509
689	0.6018483512
690	0.6018008534
691	0.6017178635
692	0.6016649634
693	0.6015484963
694	0.6014686722
695	0.601420052
696	0.6013191147
697	0.6012497421
698	0.6011935787
699	0.6011517867
700	0.6010061692
701	0.6009411894
702	0.6008725597
703	0.6008234129
704	0.6007019272
705	0.6006341446
706	0.6005579393
707	0.6005139789
708	0.6004174448
709	0.6003618484
710	0.6002977879
711	0.6001985471
712	0.6000934174
713	0.5999974224
714	0.5999237431
715	0.5998832267
716	0.5998076631
717	0.5996948236
718	0.599617395
719	0.5995740823
720	0.5994716773
721	0.5993781702
722	0.5993396425
723	0.5992771629
724	0.5991601656
725	0.599111671
726	0.5989780206
727	0.5989017149
728	0.5988486895
729	0.5987516017
730	0.5986688556
731	0.5986382573
732	0.59853688
733	0.5984266996
734	0.5983064883
735	0.5982550616
736	0.5981649759
737	0.5981017182
738	0.5979812002
739	0.5978981043
740	0.5978187325
741	0.5977126652
742	0.5976433369
743	0.5974904896
744	0.5973894321
745	0.5972546857
746	0.5971468413
747	0.5971071285
748	0.5970140157
749	0.5969236273
750	0.59687995
751	0.5967492345
752	0.5965978497
753	0.5965615813
754	0.5965081791
755	0.5964179335
756	0.5963277798
757	0.5962695268
758	0.5962013359
759	0.5961338208
760	0.5960754228
761	0.5960408021
762	0.5959644142
763	0.5958976755
764	0.595842029
765	0.5957411746
766	0.5956709414
767	0.5956065933
768	0.5955529522
769	0.5954867823
770	0.5954063782
771	0.5953629269
772	0.5952651716
773	0.5951962745
774	0.5951223854
775	0.5950972562
776	0.59503495
777	0.59496452
778	0.5948824146
779	0.5948357827
780	0.5947023503
781	0.5945722127
782	0.5944487524
783	0.5943791607
784	0.5943200943
785	0.5942498428
786	0.5941857118
787	0.594145179
788	0.5940547079
789	0.593960919
790	0.5939238789
791	0.5937981367
792	0.5936828832
793	0.5935855428
794	0.5935034748
795	0.5934436178
796	0.5933640182
797	0.5932883603
798	0.5932261442
799	0.593147668
800	0.593075732
801	0.5930124137
802	0.5929593165
803	0.5928725227
804	0.592747535
805	0.5926866535
806	0.5925692098
807	0.5924911184
808	0.59241872
809	0.592364819
810	0.5922675367
811	0.5921903395
812	0.5921429987
813	0.5920761674
814	0.5920164218
815	0.5919762919
816	0.5918920706
817	0.5917586363
818	0.5916834964
819	0.5916147106
820	0.5915317519
821	0.5914525193
822	0.5913884422
823	0.5912727429
824	0.5912021027
825	0.5911224756
826	0.5910649156
827	0.5909474029
828	0.5908632833
829	0.5907718311
830	0.5906765016
831	0.5905845429
832	0.5905114051
833	0.590414609
834	0.5903394509
835	0.5902722065
836	0.5902190731
837	0.5901594808
838	0.5901112258
839	0.5900065844
840	0.5898683726
841	0.5898242888
842	0.5897238429
843	0.5896368968
844	0.5895613818
845	0.5894634035
846	0.5894281773
847	0.5893473321
848	0.5893071138
849	0.5892120385
850	0.5891116641
851	0.5890563313
852	0.5889934009
853	0.5889326859
854	0.5888678123
855	0.5887853342
856	0.5886784659
857	0.5886273882
858	0.5885652372
859	0.5884783879
860	0.5884280519
861	0.588357477
862	0.5882627951
863	0.5881886694
864	0.5881370391
865	0.588070596
866	0.5880087745
867	0.5879307923
868	0.5878739458
869	0.5877982983
870	0.587725557
871	0.5876690775
872	0.5876178551
873	0.5875038503
874	0.5874368826
875	0.5873810794
876	0.5873271144
877	0.5872385115
878	0.5871249031
879	0.5870804862
880	0.5869949582
881	0.5869239259
882	0.5868750228
883	0.5867645189
884	0.5866298562
885	0.5865524236
886	0.5864884817
887	0.5863887256
888	0.5863274248
889	0.5862229249
890	0.5861694984
891	0.5860979431
892	0.5860511593
893	0.5859779372
894	0.5859245888
895	0.5858902265
896	0.5858015584
897	0.5857506926
898	0.5856592432
899	0.5856032894
900	0.5855577022
901	0.5854645908
902	0.585416434
903	0.5853743307
904	0.5852722945
905	0.5852115017
906	0.5851158554
907	0.5850320524
908	0.5849536135
909	0.5848889155
910	0.5847779377
911	0.5847233323
912	0.5846753197
913	0.5845975051
914	0.5844862889
915	0.584440495
916	0.584365862
917	0.5843127252
918	0.5842574534
919	0.5841825216
920	0.5841297564
921	0.5840711604
922	0.5840075418
923	0.5839388151
924	0.5838815996
925	0.5838087944
926	0.5837603253
927	0.5836772675
928	0.5835655559
929	0.583473925
930	0.5834137473
931	0.583294422
932	0.5832148675
933	0.5831535742
934	0.5830852597
935	0.5830096061
936	0.5829077948
937	0.5828453231
938	0.5827451473
939	0.5826777882
940	0.5825785097
941	0.5825243193
942	0.5824214665
943	0.5823431981
944	0.5823047503
945	0.5822414082
946	0.5821564915
947	0.5820695618
948	0.5820254776
949	0.5819261363
950	0.5818583587
951	0.5817570423
952	0.5817096718
953	0.5816307459
954	0.581589492
955	0.5815319291
956	0.5814443216
957	0.5813594005
958	0.5812524208
959	0.5812285546
960	0.5811862392
961	0.581135679
962	0.5810951269
963	0.5810508295
964	0.5809944125
965	0.5808723786
966	0.5807945864
967	0.5806993135
968	0.5806168186
969	0.5805312827
970	0.5804707006
971	0.580418381
972	0.5803820407
973	0.5803306655
974	0.5802322549
975	0.5801080835
976	0.5800007769
977	0.5799182955
978	0.5798676436
979	0.5797430687
980	0.5796733707
981	0.5796058611
982	0.5795461573
983	0.5794428012
984	0.5793688078
985	0.5792765024
986	0.5792272528
987	0.5791868647
988	0.5791452664
989	0.5790735329
990	0.5789833049
991	0.5789150859
992	0.5787919847
993	0.5786974015
994	0.5786415734
995	0.5785843963
996	0.5785386849
997	0.5784521994
998	0.5783830551
999	0.5783341651
1000	0.5782785441
1001	0.5781459629
1002	0.5780623447
1003	0.5779796603
1004	0.5778722211
1005	0.5778354316
1006	0.5777659565
1007	0.5777053999
1008	0.5776250331
1009	0.5775871916
1010	0.5775520786
1011	0.5775072586
1012	0.5774233195
1013	0.5773422389
1014	0.5772901521
1015	0.577208345
1016	0.5771265992
1017	0.5770881137
1018	0.5770390631
1019	0.5769733859
1020	0.5768983129
1021	0.5768704369
1022	0.5767896574
1023	0.5767325316
1024	0.5766739339
1025	0.5766521126
1026	0.5765717078
1027	0.5764904316
1028	0.5764116142
1029	0.5763485943
1030	0.5763010331
1031	0.57622571
1032	0.5761935475
1033	0.5761364176
1034	0.5760950178
1035	0.5760283459
1036	0.5759764221
1037	0.575918141
1038	0.5758558294
1039	0.5758001
1040	0.5757352857
1041	0.5756628055
1042	0.5755578825
1043	0.5755171063
1044	0.5754444285
1045	0.5753718099
1046	0.5753129526
1047	0.575262199
1048	0.5751983781
1049	0.5751236698
1050	0.5750819325
1051	0.5750105176
1052	0.5749551227
1053	0.5749148029
1054	0.5748769467
1055	0.5748217067
1056	0.574776922
1057	0.5747057325
1058	0.5746747528
1059	0.5746224594
1060	0.5745816712
1061	0.574546621
1062	0.5744618413
1063	0.5744063988
1064	0.574344754
1065	0.5743075517
1066	0.5742579969
1067	0.574185058
1068	0.5740974121
1069	0.5740351594
1070	0.5739763643
1071	0.5739232097
1072	0.5738388841
1073	0.5737491916
1074	0.5737006381
1075	0.5736622562
1076	0.5735764873
1077	0.573517826
1078	0.5734774575
1079	0.5733932652
1080	0.5733202279
1081	0.5732886593
1082	0.5731957881
1083	0.5731310554
1084	0.5730755362
1085	0.5730366919
1086	0.573001538
1087	0.5729380391
1088	0.5728730355
1089	0.5728017219
1090	0.5727305288
1091	0.5726643372
1092	0.5725887396
1093	0.5725021741
1094	0.5724259513
1095	0.5723682293
1096	0.5722996178
1097	0.5722667861
1098	0.5721897105
1099	0.5721424231
1100	0.5721032124
1101	0.5720734408
1102	0.5720180357
1103	0.571960676
1104	0.571879688
1105	0.5717874039
1106	0.5717465192
1107	0.5716780381
1108	0.5715936754
1109	0.571552568
1110	0.5714935097
1111	0.5714350912
1112	0.571380038
1113	0.5713066773
1114	0.5712752261
1115	0.5711909653
1116	0.5711128074
1117	0.5710181114
1118	0.5709475613
1119	0.5708939041
1120	0.5708712704
1121	0.5708223361
1122	0.570777646
1123	0.5707433285
1124	0.5706810557
1125	0.5706163221
1126	0.5705571882
1127	0.5705218277
1128	0.5704769364
1129	0.5704201344
1130	0.5703505914
1131	0.5702901237
1132	0.5702218334
1133	0.5701610616
1134	0.5701139009
1135	0.5700655779
1136	0.57001611
1137	0.5699643398
1138	0.5699174737
1139	0.5698690849
1140	0.5698371118
1141	0.569813301
1142	0.5697819712
1143	0.5696967246
1144	0.56966188
1145	0.5695707285
1146	0.5695161639
1147	0.5694487023
1148	0.5693989279
1149	0.5693296153
1150	0.5692947876
1151	0.5692493529
1152	0.5691949475
1153	0.5691344657
1154	0.5691108821
1155	0.5690768784
1156	0.5690293613
1157	0.5689643703
1158	0.5689134009
1159	0.5688577032
1160	0.568824312
1161	0.5687562436
1162	0.5686969785
1163	0.5686560157
1164	0.5685958318
1165	0.5685391024
1166	0.5685166505
1167	0.5684555899
1168	0.5684215932
1169	0.5683998811
1170	0.5683141034
1171	0.5681882406
1172	0.5681268052
1173	0.56808859
1174	0.5680437011
1175	0.56795595
1176	0.5679125734
1177	0.5678480418
1178	0.5677872471
1179	0.5677288765
1180	0.5676548949
1181	0.5676295328
1182	0.5675641957
1183	0.5674930592
1184	0.5674313161
1185	0.5673290018
1186	0.5672752793
1187	0.5672342279
1188	0.5671732983
1189	0.5671102269
1190	0.5670658871
1191	0.5670038449
1192	0.5669091359
1193	0.5668743575
1194	0.5668533658
1195	0.5667931137
1196	0.5667640939
1197	0.5667139561
1198	0.5666870048
1199	0.5666519081
1200	0.5666118709
1201	0.5665748722
1202	0.5665261785
1203	0.5664596886
1204	0.5664125962
1205	0.5663806771
1206	0.5663599988
1207	0.566322355
1208	0.5662605037
1209	0.5662237118
1210	0.5661761229
1211	0.5661463696
1212	0.5660678891
1213	0.5660226354
1214	0.5659517692
1215	0.5658765699
1216	0.5658269843
1217	0.5657435409
1218	0.5656871092
1219	0.5656363171
1220	0.5655754865
1221	0.5655075178
1222	0.5654792486
1223	0.5654369986
1224	0.5654000887
1225	0.5653746447
1226	0.565306375
1227	0.5652483701
1228	0.5652053273
1229	0.5651563854
1230	0.5651163309
1231	0.5650424774
1232	0.5649873799
1233	0.5649507384
1234	0.5649266142
1235	0.5648841178
1236	0.564842661
1237	0.5647961506
1238	0.5647511537
1239	0.5646801042
1240	0.5646183521
1241	0.5645795176
1242	0.5645299087
1243	0.56449484
1244	0.5644356146
1245	0.5644035958
1246	0.564349188
1247	0.5642912113
1248	0.5642388737
1249	0.5641864435
1250	0.5641061883
1251	0.5640409268
1252	0.5640016298
1253	0.5639465604
1254	0.563893392
1255	0.5638613552
1256	0.5638108706
1257	0.5637444148
1258	0.5636527602
1259	0.5636009055
1260	0.5635274454
1261	0.5634581097
1262	0.5634302745
1263	0.5633798401
1264	0.5633345971
1265	0.5633148489
1266	0.5632499409
1267	0.5631967782
1268	0.5631498704
1269	0.5630899316
1270	0.5630620116
1271	0.56299778
1272	0.5629559929
1273	0.5629135245
1274	0.5628596779
1275	0.5628100363
1276	0.5627626435
1277	0.5626981327
1278	0.5626106747
1279	0.5625475955
1280	0.5624752311
1281	0.5624584611
1282	0.5624189752
1283	0.5623941555
1284	0.5623604191
1285	0.5623074882
1286	0.5622818808
1287	0.5622150604
1288	0.5621744663
1289	0.5621503026
1290	0.5620984399
1291	0.5620654646
1292	0.5620339029
1293	0.5619968538
1294	0.5619481198
1295	0.5618990525
1296	0.5618355689
1297	0.561805267
1298	0.56174161
1299	0.5616861129
1300	0.5616421908
1301	0.561588469
1302	0.561555904
1303	0.561481568
1304	0.5614131911
1305	0.5613772961
1306	0.5613414658
1307	0.5612710117
1308	0.5611998346
1309	0.5611621932
1310	0.5611010848
1311	0.5610663465
1312	0.5610253748
1313	0.5609896017
1314	0.5609221065
1315	0.5608664383
1316	0.5608051574
1317	0.5607867783
1318	0.5607310983
1319	0.5606833246
1320	0.5606305476
1321	0.5605559255
1322	0.5604855404
1323	0.5604567471
1324	0.5604010778
1325	0.5603533248
1326	0.5603126743
1327	0.5602808084
1328	0.5602017461
1329	0.5601385668
1330	0.5601065
1331	0.5600826609
1332	0.5600390665
1333	0.5599980855
1334	0.5599601586
1335	0.5599158752
1336	0.5598616829
1337	0.5598134403
1338	0.5597826937
1339	0.5597591098
1340	0.5597369619
1341	0.5597217248
1342	0.5596639992
1343	0.559611584
1344	0.5595846175
1345	0.5595187524
1346	0.5594846996
1347	0.5594509151
1348	0.55939935
1349	0.5593458715
1350	0.5593025678
1351	0.5592484948
1352	0.5592026434
1353	0.5591642914
1354	0.5591220333
1355	0.5590875715
1356	0.5590273397
1357	0.5589729456
1358	0.5589163389
1359	0.5588853908
1360	0.558855383
1361	0.5588257534
1362	0.5587372589
1363	0.5587083636
1364	0.5586444525
1365	0.5586052004
1366	0.5585329556
1367	0.5585073797
1368	0.5584802405
1369	0.5584230063
1370	0.5583930952
1371	0.558372896
1372	0.5583458066
1373	0.5582982704
1374	0.5582649703
1375	0.5582131624
1376	0.5581655656
1377	0.5580832096
1378	0.5580130439
1379	0.5579425179
1380	0.5578989159
1381	0.5578355685
1382	0.5578051408
1383	0.5577434261
1384	0.5577026992
1385	0.5576608165
1386	0.5576208838
1387	0.5575874484
1388	0.5575278571
1389	0.5574889461
1390	0.5574573364
1391	0.5574041519
1392	0.5573587242
1393	0.5573273973
1394	0.5572685366
1395	0.5572277729
1396	0.5572099514
1397	0.5571833467
1398	0.5571298105
1399	0.5570720439
1400	0.557041319
1401	0.5569935304
1402	0.5569021689
1403	0.556865239
1404	0.5568322424
1405	0.5567911162
1406	0.5567246474
1407	0.55668922
1408	0.5566534826
1409	0.5566301919
1410	0.5566040654
1411	0.5565629308
1412	0.5565220237
1413	0.5564973321
1414	0.5564354158
1415	0.5563783666
1416	0.556342761
1417	0.5563025967
1418	0.5562533499
1419	0.5561902178
1420	0.556151791
1421	0.5561212909
1422	0.5560813494
1423	0.5560261266
1424	0.5560041341
1425	0.5559589443
1426	0.555912898
1427	0.5558690902
1428	0.5558376482
1429	0.5557896982
1430	0.5557535246
1431	0.5557270061
1432	0.5556622812
1433	0.5556377121
1434	0.5555615283
1435	0.5555236955
1436	0.5554972486
1437	0.5554484224
1438	0.5554040452
1439	0.5553766645
1440	0.555356087
1441	0.5553168621
1442	0.5552711047
1443	0.5552190553
1444	0.5551915829
1445	0.555153824
1446	0.5551422179
1447	0.5551117314
1448	0.5550889925
1449	0.5550733734
1450	0.5550444129
1451	0.5550033395
1452	0.5549752787
1453	0.5549332506
1454	0.5549133775
1455	0.5548768515
1456	0.5548477948
1457	0.5547818485
1458	0.5547652294
1459	0.5547273683
1460	0.5546800626
1461	0.5546605364
1462	0.5545930253
1463	0.5545533411
1464	0.5545136781
1465	0.5544815948
1466	0.5544586891
1467	0.554435845
1468	0.5543875264
1469	0.5543432152
1470	0.5543178996
1471	0.5542946107
1472	0.5542147408
1473	0.5541583662
1474	0.5541253172
1475	0.5540924092
1476	0.5540508173
1477	0.5540242576
1478	0.5539830139
1479	0.5539388147
1480	0.5539113869
1481	0.5538542865
1482	0.5537860537
1483	0.5537463074
1484	0.5537117347
1485	0.5536762951
1486	0.5536415413
1487	0.5536257231
1488	0.5535700914
1489	0.553539277
1490	0.5535113023
1491	0.553480783
1492	0.553434983
1493	0.5533816339
1494	0.5533369001
1495	0.5532968526
1496	0.5532374398
1497	0.5532237522
1498	0.5531637871
1499	0.5531256801
1500	0.5530652927
1501	0.5530208279
1502	0.5529860651
1503	0.5529394948
1504	0.5529058758
1505	0.5528664137
1506	0.5528228065
1507	0.5527827242
1508	0.5527423508
1509	0.5526838556
1510	0.5526625583
1511	0.5526276945
1512	0.5525752393
